season,Coach,Team,conference,current_season_W,current_season_L,current_season_W-L%,current_season_AP Pre,current_season_AP Post,current_season_NCAA Tournament,career_at_school_Since,career_at_school_W,career_at_school_L,career_at_school_W-L%,career_at_school_NCAA,career_at_school_S16,career_at_school_FF,career_at_school_Chmp,career_overall_W,career_overall_L,career_overall_W-L%,career_overall_NCAA,career_overall_S16,career_overall_FF,career_overall_Chmp
2023,Brad Korn,Southeast Missouri State,OVC,19,17,0.528,0,0,Lost First Four,2020-21,44,51,0.463,1,0,0,0,44,51,0.463,1,0,0,0
2023,Kevin Kruger,UNLV,MWC,19,13,0.594,0,0,0,2021-22,37,27,0.578,0,0,0,0,37,27,0.578,0,0,0,0
2023,Nick McDevitt,Middle Tennessee,CUSA,19,14,0.576,0,0,0,2018-19,69,87,0.442,0,0,0,0,167,153,0.522,1,0,0,0
2023,Scott Pera,Rice,CUSA,19,16,0.543,0,0,0,2017-18,85,106,0.445,0,0,0,0,85,106,0.445,0,0,0,0
2023,Mark Pope,BYU,WCC,19,15,0.559,0,0,0,2019-20,87,41,0.68,1,0,0,0,164,97,0.628,1,0,0,0
2023,Ryan Ridder,UT-Martin,OVC,19,14,0.576,0,0,0,2021-22,27,36,0.429,0,0,0,0,75,81,0.481,0,0,0,0
2023,Richie Riley,South Alabama,Sun Belt,19,16,0.543,0,0,0,2018-19,94,67,0.584,0,0,0,0,129,95,0.576,0,0,0,0
2023,John Tauer,St. Thomas,Summit,19,14,0.576,0,0,0,2021-22,29,34,0.46,0,0,0,0,29,34,0.46,0,0,0,0
2023,Landon Bussie,Alcorn State,SWAC,18,14,0.562,0,0,0,2020-21,41,44,0.482,0,0,0,0,41,44,0.482,0,0,0,0
2023,Brian Collins,Tennessee State,OVC,18,14,0.562,0,0,0,2018-19,63,87,0.42,0,0,0,0,63,87,0.42,0,0,0,0
2023,Jason Crafton,Maryland-Eastern Shore,MEAC,18,13,0.581,0,0,0,2019-20,34,56,0.378,0,0,0,0,34,56,0.378,0,0,0,0
2023,Ed DeChellis,Navy,Patriot,18,13,0.581,0,0,0,2011-12,168,193,0.465,0,0,0,0,387,424,0.477,2,0,0,0
2023,Eric Duft,Weber State,Big Sky,18,15,0.545,0,0,0,2022-23,18,15,0.545,0,0,0,0,18,15,0.545,0,0,0,0
2023,Dan Earl,Chattanooga,Southern,18,17,0.514,0,0,0,2022-23,18,17,0.514,0,0,0,0,91,156,0.368,0,0,0,0
2023,Jim Ferry,UMBC,AEC,18,14,0.562,0,0,0,2021-22,36,28,0.562,0,0,0,0,257,288,0.472,2,0,0,0
2023,Joe Gallo,Merrimack,NEC,18,16,0.529,0,0,0,2019-20,61,52,0.54,0,0,0,0,61,52,0.54,0,0,0,0
2023,Justin Gray,Western Carolina,Southern,18,16,0.529,0,0,0,2021-22,29,37,0.439,0,0,0,0,29,37,0.439,0,0,0,0
2023,David Kiefer,Southeastern Louisiana,Southland,18,14,0.562,0,0,0,2019-20,53,70,0.431,0,0,0,0,53,70,0.431,0,0,0,0
2023,Grant Leonard,Queens (NC),A-Sun,18,15,0.545,0,0,0,2022-23,18,15,0.545,0,0,0,0,18,15,0.545,0,0,0,0
2023,LeVelle Moton,North Carolina Central,MEAC,18,12,0.6,0,0,0,2009-10,246,184,0.572,4,0,0,0,246,184,0.572,4,0,0,0
2023,Scott Nagy,Wright State,Horizon,18,15,0.545,0,0,0,2016-17,149,78,0.656,2,0,0,0,339,241,0.584,5,0,0,0
2023,Tony Pujol,North Alabama,A-Sun,18,15,0.545,0,0,0,2018-19,63,86,0.423,0,0,0,0,63,86,0.423,0,0,0,0
2023,Jimmy Allen,Army,Patriot,17,16,0.515,0,0,0,2016-17,98,112,0.467,0,0,0,0,98,112,0.467,0,0,0,0
2023,Mike Brennan,American,Patriot,17,15,0.531,0,0,0,2013-14,125,166,0.43,1,0,0,0,125,166,0.43,1,0,0,0
2023,Isaac Brown,Wichita State,AAC,17,15,0.531,0,0,0,2020-21,48,34,0.585,1,0,0,0,48,34,0.585,1,0,0,0
2023,Brian Burg,Georgia Southern,Sun Belt,17,16,0.515,0,0,0,2020-21,43,45,0.489,0,0,0,0,43,45,0.489,0,0,0,0
2023,Patrick Chambers,Florida Gulf Coast,A-Sun,17,15,0.531,0,0,0,2022-23,17,15,0.531,0,0,0,0,207,193,0.517,1,0,0,0
2023,Jon Coffman,Purdue Fort Wayne,Horizon,17,15,0.531,0,0,0,2014-15,156,129,0.547,0,0,0,0,156,129,0.547,0,0,0,0
2023,Rick Croy,California Baptist,WAC,17,16,0.515,0,0,0,2018-19,85,67,0.559,0,0,0,0,85,67,0.559,0,0,0,0
2023,Travis DeCuire,Montana,Big Sky,17,14,0.548,0,0,0,2014-15,177,112,0.612,2,0,0,0,177,112,0.612,2,0,0,0
2023,Brian Earl,Cornell,Ivy,17,11,0.607,0,0,0,2016-17,74,95,0.438,0,0,0,0,74,95,0.438,0,0,0,0
2023,Dana Ford,Missouri State,MVC,17,15,0.531,0,0,0,2018-19,89,66,0.574,0,0,0,0,146,131,0.527,0,0,0,0
2023,Jared Grasso,Bryant,AEC,17,13,0.567,0,0,0,2018-19,79,67,0.541,1,0,0,0,80,89,0.473,1,0,0,0
2023,Martin Ingelsby,Delaware,CAA,17,16,0.515,0,0,0,2016-17,112,103,0.521,1,0,0,0,112,103,0.521,1,0,0,0
2023,Donnie Jones ,Stetson,A-Sun,17,14,0.548,0,0,0,2019-20,56,65,0.463,0,0,0,0,211,194,0.521,0,0,0,0
2023,Carmen Maciariello,Siena,MAAC,17,15,0.531,0,0,0,2019-20,64,44,0.593,0,0,0,0,64,44,0.593,0,0,0,0
2023,Dan Monson,Long Beach State,Big West,17,16,0.515,0,0,0,2007-08,254,258,0.496,1,0,0,0,424,381,0.527,3,1,0,0
2023,Kyle Neptune,Villanova,Big East,17,17,0.5,16,0,0,2022-23,17,17,0.5,0,0,0,0,33,33,0.5,0,0,0,0
2023,Craig Smith,Utah,Pac-12,17,15,0.531,0,0,0,2021-22,28,35,0.444,0,0,0,0,181,114,0.614,2,0,0,0
2023,Kyle Smith,Washington State,Pac-12,17,17,0.5,0,0,0,2019-20,69,61,0.531,0,0,0,0,233,183,0.56,0,0,0,0
2023,Zach Spiker,Drexel,CAA,17,15,0.531,0,0,0,2016-17,93,118,0.441,1,0,0,0,195,230,0.459,1,0,0,0
2023,Kevin Baggett,Rider,MAAC,16,14,0.533,0,0,0,2012-13,177,166,0.516,0,0,0,0,177,166,0.516,0,0,0,0
2023,Chris Caputo,George Washington,A-10,16,16,0.5,0,0,0,2022-23,16,16,0.5,0,0,0,0,16,16,0.5,0,0,0,0
2023,Austin Claunch,Nicholls State,Southland,16,15,0.516,0,0,0,2018-19,90,61,0.596,0,0,0,0,90,61,0.596,0,0,0,0
2023,Dave Dickerson,USC Upstate,Big South,16,16,0.5,0,0,0,2018-19,55,97,0.362,0,0,0,0,123,181,0.405,0,0,0,0
2023,Todd Golden,Florida,SEC,16,17,0.485,0,0,0,2022-23,16,17,0.485,0,0,0,0,73,53,0.579,1,0,0,0
2023,Stan Gouard,Southern Indiana,OVC,16,17,0.485,0,0,0,2022-23,16,17,0.485,0,0,0,0,16,17,0.485,0,0,0,0
2023,Earl Grant,Boston College,ACC,16,17,0.485,0,0,0,2021-22,29,37,0.439,0,0,0,0,156,126,0.553,1,0,0,0
2023,Terrence Johnson,Texas State,Sun Belt,16,19,0.457,0,0,0,2020-21,55,34,0.618,0,0,0,0,55,34,0.618,0,0,0,0
2023,Dustin Kerns,Appalachian State,Sun Belt,16,16,0.5,0,0,0,2019-20,70,58,0.547,1,0,0,0,101,95,0.515,1,0,0,0
2023,Billy Lange,St. Joseph's,A-10,16,17,0.485,0,0,0,2019-20,38,77,0.33,0,0,0,0,130,192,0.404,0,0,0,0
2023,Anthony Latina,Sacred Heart,NEC,16,17,0.485,0,0,0,2013-14,125,177,0.414,0,0,0,0,125,177,0.414,0,0,0,0
2023,Kevin McGeehan,Campbell,Big South,16,18,0.471,0,0,0,2013-14,155,164,0.486,0,0,0,0,155,164,0.486,0,0,0,0
2023,Aaron McKie,Temple,AAC,16,16,0.5,0,0,0,2019-20,52,56,0.481,0,0,0,0,52,56,0.481,0,0,0,0
2023,Matt McKillop,Davidson,A-10,16,16,0.5,0,0,0,2022-23,16,16,0.5,0,0,0,0,16,16,0.5,0,0,0,0
2023,Greg Paulus,Niagara,MAAC,16,15,0.516,0,0,0,2019-20,51,62,0.451,0,0,0,0,51,62,0.451,0,0,0,0
2023,David Richman,North Dakota State,Summit,16,17,0.485,0,0,0,2014-15,175,114,0.606,2,0,0,0,175,114,0.606,2,0,0,0
2023,Michael Schwartz,East Carolina,AAC,16,17,0.485,0,0,0,2022-23,16,17,0.485,0,0,0,0,16,17,0.485,0,0,0,0
2023,Andrew Toole,Robert Morris,Horizon,16,17,0.485,0,0,0,2010-11,216,210,0.507,1,0,0,0,216,210,0.507,1,0,0,0
2023,Kevin Broadus,Morgan State,MEAC,15,16,0.484,0,0,0,2019-20,57,55,0.509,0,0,0,0,94,80,0.54,1,0,0,0
2023,Donald Copeland,Wagner,NEC,15,13,0.536,0,0,0,2022-23,15,13,0.536,0,0,0,0,15,13,0.536,0,0,0,0
2023,Tim Craft,Gardner-Webb,Big South,15,16,0.484,0,0,0,2013-14,171,150,0.533,1,0,0,0,171,150,0.533,1,0,0,0
2023,Scott Davenport,Bellarmine,A-Sun,15,18,0.455,0,0,0,2020-21,49,39,0.557,0,0,0,0,49,39,0.557,0,0,0,0
2023,Matt Figger,Texas-Rio Grande Valley,WAC,15,17,0.469,0,0,0,2021-22,23,40,0.365,0,0,0,0,99,91,0.521,0,0,0,0
2023,Bill Herrion,New Hampshire,AEC,15,15,0.5,0,0,0,2005-06,227,303,0.428,0,0,0,0,464,472,0.496,3,0,0,0
2023,Talvin Hester,Louisiana Tech,CUSA,15,18,0.455,0,0,0,2022-23,15,18,0.455,0,0,0,0,15,18,0.455,0,0,0,0
2023,Otis Hughley Jr.,Alabama A&M,SWAC,15,18,0.455,0,0,0,2022-23,15,18,0.455,0,0,0,0,15,18,0.455,0,0,0,0
2023,Joe Jones,Boston University,Patriot,15,17,0.469,0,0,0,2011-12,202,174,0.537,0,0,0,0,288,282,0.505,0,0,0,0
2023,Niko Medved,Colorado State,MWC,15,18,0.455,0,0,0,2018-19,92,64,0.59,1,0,0,0,171,152,0.529,1,0,0,0
2023,Leonard Perry,Pacific,WCC,15,18,0.455,0,0,0,2021-22,23,40,0.365,0,0,0,0,71,137,0.341,0,0,0,0
2023,Mark Prosser,Winthrop,Big South,15,17,0.469,0,0,0,2021-22,38,26,0.594,0,0,0,0,75,79,0.487,0,0,0,0
2023,Jim Whitesell,Buffalo,MAC,15,17,0.469,0,0,0,2019-20,70,49,0.588,0,0,0,0,179,156,0.534,0,0,0,0
2023,Sean Woods,Southern,SWAC,15,17,0.469,0,0,0,2018-19,64,82,0.438,0,0,0,0,191,232,0.452,1,0,0,0
2023,Jeff Wulbrun,Denver,Summit,15,17,0.469,0,0,0,2021-22,26,38,0.406,0,0,0,0,26,38,0.406,0,0,0,0
2023,Jeremy Ballard,Florida International,CUSA,14,18,0.438,0,0,0,2018-19,77,79,0.494,0,0,0,0,77,79,0.494,0,0,0,0
2023,Glenn Braica,St. Francis (NY),NEC,14,16,0.467,0,0,0,2010-11,178,216,0.452,0,0,0,0,178,216,0.452,0,0,0,0
2023,Matthew Driscoll,North Florida,A-Sun,14,17,0.452,0,0,0,2009-10,217,231,0.484,1,0,0,0,217,231,0.484,1,0,0,0
2023,Greg Gary,Mercer,Southern,14,19,0.424,0,0,0,2019-20,65,62,0.512,0,0,0,0,81,106,0.433,0,0,0,0
2023,Johnny Jones,Texas Southern,SWAC,14,21,0.4,0,0,Lost First Four,2018-19,90,73,0.552,3,0,0,0,385,307,0.556,6,0,0,0
2023,Jon Judkins,Utah Tech,WAC,14,19,0.424,0,0,0,2020-21,35,50,0.412,0,0,0,0,35,50,0.412,0,0,0,0
2023,Chris Kraus,Stonehill,NEC,14,17,0.452,0,0,0,2022-23,14,17,0.452,0,0,0,0,14,17,0.452,0,0,0,0
2023,Shantay Legans,Portland,WCC,14,19,0.424,0,0,0,2021-22,33,34,0.493,0,0,0,0,108,83,0.565,1,0,0,0
2023,Mike Martin,Brown,Ivy,14,13,0.519,0,0,0,2012-13,135,153,0.469,0,0,0,0,135,153,0.469,0,0,0,0
2023,Bashir Mason,St. Peter's,MAAC,14,18,0.438,0,0,0,2022-23,14,18,0.438,0,0,0,0,179,148,0.547,0,0,0,0
2023,David Patrick,Sacramento State,Big Sky,14,18,0.438,0,0,0,2022-23,14,18,0.438,0,0,0,0,41,56,0.423,0,0,0,0
2023,Mark Schmidt,St. Bonaventure,A-10,14,18,0.438,0,0,0,2007-08,282,213,0.57,3,0,0,0,364,303,0.546,3,0,0,0
2023,Joe Scott,Air Force,MWC,14,18,0.438,0,0,0,2000-01,81,119,0.405,1,0,0,0,265,296,0.472,1,0,0,0
2023,G.G. Smith,High Point,Big South,14,17,0.452,0,0,0,2021-22,17,20,0.459,0,0,0,0,73,118,0.382,0,0,0,0
2023,Mo Williams,Jackson State,SWAC,14,19,0.424,0,0,0,2022-23,14,19,0.424,0,0,0,0,28,54,0.341,0,0,0,0
2023,Mike Balado,Arkansas State,Sun Belt,13,20,0.394,0,0,0,2017-18,82,100,0.451,0,0,0,0,82,100,0.451,0,0,0,0
2023,Rashon Burno,Northern Illinois,MAC,13,19,0.406,0,0,0,2021-22,22,40,0.355,0,0,0,0,22,40,0.355,0,0,0,0
2023,John Dunne,Marist,MAAC,13,20,0.394,0,0,0,2018-19,58,87,0.4,0,0,0,0,211,312,0.403,1,0,0,0
2023,Dan Engelstad,Mount St. Mary's,MAAC,13,20,0.394,0,0,0,2018-19,59,90,0.396,1,0,0,0,59,90,0.396,1,0,0,0
2023,Dane Fischer,William & Mary,CAA,13,20,0.394,0,0,0,2019-20,46,68,0.404,0,0,0,0,46,68,0.404,0,0,0,0
2023,Tavaras Hardy,Loyola (MD),Patriot,13,20,0.394,0,0,0,2018-19,59,85,0.41,0,0,0,0,59,85,0.41,0,0,0,0
2023,Ray Harper,Jacksonville State,A-Sun,13,18,0.419,0,0,0,2016-17,132,94,0.584,2,0,0,0,221,158,0.583,4,0,0,0
2023,Greg Kampe,Oakland,Horizon,13,19,0.406,0,0,0,1999-00,413,361,0.534,3,0,0,0,413,361,0.534,3,0,0,0
2023,Rob Krimmel,Saint Francis (PA),NEC,13,18,0.419,0,0,0,2012-13,147,188,0.439,0,0,0,0,147,188,0.439,0,0,0,0
2023,Chris Markwood,Maine,AEC,13,17,0.433,0,0,0,2022-23,13,17,0.433,0,0,0,0,13,17,0.433,0,0,0,0
2023,Jordan Mincy,Jacksonville,A-Sun,13,16,0.448,0,0,0,2021-22,34,26,0.567,0,0,0,0,34,26,0.567,0,0,0,0
2023,Levell Sanders,Binghamton,AEC,13,18,0.419,0,0,0,2021-22,25,35,0.417,0,0,0,0,25,35,0.417,0,0,0,0
2023,Paul Sather,North Dakota,Summit,13,20,0.394,0,0,0,2019-20,43,80,0.35,0,0,0,0,43,80,0.35,0,0,0,0
2023,Phillip Shumpert,North Carolina A&T,CAA,13,19,0.406,0,0,0,2022-23,13,19,0.406,0,0,0,0,13,19,0.406,0,0,0,0
2023,Byron Smith,Prairie View,SWAC,13,19,0.406,0,0,0,2015-16,113,113,0.5,1,0,0,0,113,113,0.5,1,0,0,0
2023,Brette Tanner,Abilene Christian,WAC,13,17,0.433,0,0,0,2021-22,38,28,0.576,0,0,0,0,38,28,0.576,0,0,0,0
2023,Jay Young,Fairfield,MAAC,13,18,0.419,0,0,0,2019-20,50,73,0.407,0,0,0,0,50,73,0.407,0,0,0,0
2023,Jaret von Rosenberg,Texas A&M-Commerce,Southland,13,19,0.406,0,0,0,2022-23,13,19,0.406,0,0,0,0,13,19,0.406,0,0,0,0
2023,Shane Burcar,Northern Arizona,Big Sky,12,23,0.343,0,0,0,2019-20,43,76,0.361,0,0,0,0,43,76,0.361,0,0,0,0
2023,Jase Coburn,Portland State,Big Sky,12,19,0.387,0,0,0,2021-22,26,36,0.419,0,0,0,0,26,36,0.419,0,0,0,0
2023,Carson Cunningham,Incarnate Word,Southland,12,19,0.387,0,0,0,2018-19,42,105,0.286,0,0,0,0,42,105,0.286,0,0,0,0
2023,Nathan Davis,Bucknell,Patriot,12,20,0.375,0,0,0,2015-16,129,115,0.529,2,0,0,0,129,115,0.529,2,0,0,0
2023,Desmond Oliver,ETSU,Southern,12,20,0.375,0,0,0,2021-22,27,37,0.422,0,0,0,0,27,37,0.422,0,0,0,0
2023,Dwight Perry,Wofford,Southern,12,12,0.5,0,0,0,2022-23,12,12,0.5,0,0,0,0,12,12,0.5,0,0,0,0
2023,Eric Peterson,South Dakota,Summit,12,19,0.387,0,0,0,2022-23,12,19,0.387,0,0,0,0,12,19,0.387,0,0,0,0
2023,Mark Slessinger,New Orleans,Southland,12,20,0.375,0,0,0,2012-13,144,184,0.439,1,0,0,0,144,184,0.439,1,0,0,0
2023,Steve Smiley,Northern Colorado,Big Sky,12,20,0.375,0,0,0,2020-21,45,47,0.489,0,0,0,0,45,47,0.489,0,0,0,0
2023,Travis Steele,Miami (OH),MAC,12,20,0.375,0,0,0,2022-23,12,20,0.375,0,0,0,0,82,70,0.539,0,0,0,0
2023,RaShawn Stores,Manhattan,MAAC,12,18,0.4,0,0,0,2022-23,12,18,0.4,0,0,0,0,12,18,0.4,0,0,0,0
2023,Reggie Theus,Bethune-Cookman,SWAC,12,20,0.375,0,0,0,2021-22,21,41,0.339,0,0,0,0,115,169,0.405,1,0,0,0
2023,Luke Yaklich,UIC,MVC,12,20,0.375,0,0,0,2020-21,35,49,0.417,0,0,0,0,35,49,0.417,0,0,0,0
2023,John Aiken,McNeese State,Southland,11,23,0.324,0,0,0,2021-22,22,45,0.328,0,0,0,0,22,45,0.328,0,0,0,0
2023,Rod Barnes,Cal State Bakersfield,Big West,11,22,0.333,0,0,0,2011-12,183,193,0.487,1,0,0,0,369,382,0.491,4,1,0,0
2023,Geno Ford,Stony Brook,CAA,11,22,0.333,0,0,0,2019-20,58,62,0.483,0,0,0,0,172,185,0.482,0,0,0,0
2023,Kyle Gerdeman,Lindenwood,OVC,11,21,0.344,0,0,0,2022-23,11,21,0.344,0,0,0,0,11,21,0.344,0,0,0,0
2023,Gerald Gillion,Chicago State,Ind,11,20,0.355,0,0,0,2021-22,18,45,0.286,0,0,0,0,18,45,0.286,0,0,0,0
2023,Michael Huger,Bowling Green State,MAC,11,20,0.355,0,0,0,2015-16,126,125,0.502,0,0,0,0,126,125,0.502,0,0,0,0
2023,Justin Hutson,Fresno State,MWC,11,20,0.355,0,0,0,2018-19,80,73,0.523,0,0,0,0,80,73,0.523,0,0,0,0
2023,Steve Lavin,San Diego,WCC,11,20,0.355,0,0,0,2022-23,11,20,0.355,0,0,0,0,248,170,0.593,8,5,0,0
2023,Ryan Looney,Idaho State,Big Sky,11,21,0.344,0,0,0,2019-20,39,77,0.336,0,0,0,0,39,77,0.336,0,0,0,0
2023,Matt Lottich,Valparaiso,MVC,11,21,0.344,0,0,0,2016-17,108,117,0.48,0,0,0,0,108,117,0.48,0,0,0,0
2023,Marvin Menzies,Kansas City,Summit,11,21,0.344,0,0,0,2022-23,11,21,0.344,0,0,0,0,257,180,0.588,5,0,0,0
2023,Lamont Paris,South Carolina,SEC,11,21,0.344,0,0,0,2022-23,11,21,0.344,0,0,0,0,98,93,0.513,1,0,0,0
2023,Ryan Pedon,Illinois State,MVC,11,21,0.344,0,0,0,2022-23,11,21,0.344,0,0,0,0,11,21,0.344,0,0,0,0
2023,Keith Richard,Louisiana-Monroe,Sun Belt,11,21,0.344,0,0,0,2010-11,152,252,0.376,0,0,0,0,302,369,0.45,0,0,0,0
2023,Tony Barbee,Central Michigan,MAC,10,21,0.323,0,0,0,2021-22,17,44,0.279,0,0,0,0,148,171,0.464,1,0,0,0
2023,Solomon Bozeman,Arkansas-Pine Bluff,SWAC,10,21,0.323,0,0,0,2021-22,17,45,0.274,0,0,0,0,17,45,0.274,0,0,0,0
2023,Zac Claus,Idaho,Big Sky,10,21,0.323,0,0,0,2019-20,28,88,0.241,0,0,0,0,28,88,0.241,0,0,0,0
2023,Bill Coen,Northeastern,CAA,10,20,0.333,0,0,0,2006-07,270,264,0.506,2,0,0,0,270,264,0.506,2,0,0,0
2023,Ed Conroy,The Citadel,Southern,10,22,0.312,0,0,0,2006-07,59,98,0.376,0,0,0,0,151,201,0.429,0,0,0,0
2023,Ron Cottrell,Houston Christian,Southland,10,22,0.312,0,0,0,2008-09,147,308,0.323,0,0,0,0,147,308,0.323,0,0,0,0
2023,Jonas Hayes,Georgia State,Sun Belt,10,21,0.323,0,0,0,2022-23,10,21,0.323,0,0,0,0,14,21,0.4,0,0,0,0
2023,Steve Henson,UTSA,CUSA,10,22,0.312,0,0,0,2016-17,99,123,0.446,0,0,0,0,99,123,0.446,0,0,0,0
2023,Rob Lanier,SMU,AAC,10,22,0.312,0,0,0,2022-23,10,22,0.312,0,0,0,0,121,122,0.498,2,0,0,0
2023,David McLaughlin,Dartmouth,Ivy,10,18,0.357,0,0,0,2016-17,56,110,0.337,0,0,0,0,56,110,0.337,0,0,0,0
2023,Brett Nelson,Holy Cross,Patriot,10,22,0.312,0,0,0,2019-20,27,84,0.243,0,0,0,0,27,84,0.243,0,0,0,0
2023,Eric Olen,UC-San Diego,Big West,10,20,0.333,0,0,0,2020-21,30,46,0.395,0,0,0,0,30,46,0.395,0,0,0,0
2023,Barclay Radebaugh,Charleston Southern,Big South,10,21,0.323,0,0,0,2005-06,226,320,0.414,0,0,0,0,226,320,0.414,0,0,0,0
2023,Patrick Sellers,Central Connecticut,NEC,10,22,0.312,0,0,0,2021-22,18,46,0.281,0,0,0,0,18,46,0.281,0,0,0,0
2023,Tony Stubblefield,DePaul,Big East,10,23,0.303,0,0,0,2021-22,25,39,0.391,0,0,0,0,27,51,0.346,0,0,0,0
2023,Drew Valentine,Loyola (IL),A-10,10,21,0.323,0,0,0,2021-22,35,29,0.547,1,0,0,0,35,29,0.547,1,0,0,0
2023,Darrell Walker,Little Rock,OVC,10,21,0.323,0,0,0,2018-19,61,86,0.415,0,0,0,0,61,86,0.415,0,0,0,0
2023,Reggie Witherspoon,Canisius,MAAC,10,20,0.333,0,0,0,2016-17,94,112,0.456,0,0,0,0,292,340,0.462,0,0,0,0
2023,Anthony Boone,Central Arkansas,A-Sun,9,22,0.29,0,0,0,2019-20,34,73,0.318,0,0,0,0,34,73,0.318,0,0,0,0
2023,Alvin Brooks,Lamar,Southland,9,22,0.29,0,0,0,2021-22,11,49,0.183,0,0,0,0,65,133,0.328,0,0,0,0
2023,Chris Crutchfield,Omaha,Summit,9,23,0.281,0,0,0,2022-23,9,23,0.281,0,0,0,0,9,23,0.281,0,0,0,0
2023,Juan Dixon,Coppin State,MEAC,9,23,0.281,0,0,0,2017-18,51,131,0.28,0,0,0,0,51,131,0.28,0,0,0,0
2023,Greg Heiar,New Mexico State,WAC,9,15,0.375,0,0,0,2022-23,9,15,0.375,0,0,0,0,9,15,0.375,0,0,0,0
2023,Nate James,Austin Peay,A-Sun,9,22,0.29,0,0,0,2021-22,21,39,0.35,0,0,0,0,21,39,0.35,0,0,0,0
2023,Ben Johnson,Minnesota,Big Ten,9,22,0.29,0,0,0,2021-22,22,39,0.361,0,0,0,0,22,39,0.361,0,0,0,0
2023,Mike Jordan,Lafayette,Patriot,9,20,0.31,0,0,0,2022-23,9,20,0.31,0,0,0,0,9,20,0.31,0,0,0,0
2023,Jeff Linder,Wyoming,MWC,9,22,0.29,0,0,0,2020-21,48,42,0.533,1,0,0,0,128,92,0.582,1,0,0,0
2023,Marty Simmons,Eastern Illinois,OVC,9,22,0.29,0,0,0,2021-22,14,48,0.226,0,0,0,0,198,223,0.47,0,0,0,0
2023,Greg Young,UT Arlington,WAC,9,16,0.36,0,0,0,2021-22,20,34,0.37,0,0,0,0,20,34,0.37,0,0,0,0
2023,Edward Joyner Jr,Hampton,CAA,8,24,0.25,0,0,0,2009-10,213,233,0.478,3,0,0,0,213,233,0.478,3,0,0,0
2023,Dwayne Killings,Albany (NY),AEC,8,23,0.258,0,0,0,2021-22,21,41,0.339,0,0,0,0,21,41,0.339,0,0,0,0
2023,Tony Madlock,Alabama State,SWAC,8,23,0.258,0,0,0,2022-23,8,23,0.258,0,0,0,0,24,43,0.358,0,0,0,0
2023,John Smith,Cal Poly,Big West,8,25,0.242,0,0,0,2019-20,26,89,0.226,0,0,0,0,26,89,0.226,0,0,0,0
2023,Dwayne Stephens,Western Michigan,MAC,8,23,0.258,0,0,0,2022-23,8,23,0.258,0,0,0,0,8,23,0.258,0,0,0,0
2023,Billy Taylor,Elon,CAA,8,24,0.25,0,0,0,2022-23,8,24,0.25,0,0,0,0,173,192,0.474,1,0,0,0
2023,Jim Engles,Columbia,Ivy,7,22,0.241,0,0,0,2016-17,46,121,0.275,0,0,0,0,157,260,0.376,0,0,0,0
2023,Patrick Ewing,Georgetown,Big East,7,25,0.219,0,0,0,2017-18,75,109,0.408,1,0,0,0,75,109,0.408,1,0,0,0
2023,Brian Kennedy,NJIT,AEC,7,23,0.233,0,0,0,2016-17,81,123,0.397,0,0,0,0,81,123,0.397,0,0,0,0
2023,Robert McCullum,Florida A&M,SWAC,7,22,0.241,0,0,0,2017-18,61,110,0.357,0,0,0,0,145,231,0.386,0,0,0,0
2023,King Rice,Monmouth,CAA,7,26,0.212,0,0,0,2011-12,189,193,0.495,0,0,0,0,189,193,0.495,0,0,0,0
2023,Andrew Wilson,VMI,Southern,7,25,0.219,0,0,0,2022-23,7,25,0.219,0,0,0,0,7,25,0.219,0,0,0,0
2023,Stan Waterman,Delaware State,MEAC,6,24,0.2,0,0,0,2021-22,8,50,0.138,0,0,0,0,8,50,0.138,0,0,0,0
2023,Matt Crenshaw,IUPUI,Horizon,5,27,0.156,0,0,0,2021-22,8,53,0.131,0,0,0,0,8,53,0.131,0,0,0,0
2023,Tom Devitt,Hartford,Ind,5,23,0.179,0,0,0,2022-23,5,23,0.179,0,0,0,0,5,23,0.179,0,0,0,0
2023,Quinton Ferrell,Presbyterian,Big South,5,27,0.156,0,0,0,2019-20,34,84,0.288,0,0,0,0,34,84,0.288,0,0,0,0
2023,George Ivory,Mississippi Valley State,SWAC,5,27,0.156,0,0,0,2022-23,5,27,0.156,0,0,0,0,145,296,0.329,1,0,0,0
2023,Eric Konkol,Tulsa,AAC,5,25,0.167,0,0,0,2022-23,5,25,0.167,0,0,0,0,158,100,0.612,0,0,0,0
2023,Erik Martin,South Carolina State,MEAC,5,26,0.161,0,0,0,2022-23,5,26,0.161,0,0,0,0,5,26,0.161,0,0,0,0
2023,Jay McAuley,Wofford,Southern,5,4,0.556,0,0,0,2019-20,58,42,0.58,0,0,0,0,58,42,0.58,0,0,0,0
2023,David Ragland,Evansville,MVC,5,27,0.156,0,0,0,2022-23,5,27,0.156,0,0,0,0,5,27,0.156,0,0,0,0
2023,Kenny Payne,Louisville,ACC,4,28,0.125,0,0,0,2022-23,4,28,0.125,0,0,0,0,4,28,0.125,0,0,0,0
2023,Norm Roberts,Kansas,Big 12,4,0,1,5,4,Lost Second Round,2022-23,4,0,1,1,0,0,0,85,101,0.457,1,0,0,0
2023,Rod Strickland,LIU,NEC,3,26,0.103,0,0,0,2022-23,3,26,0.103,0,0,0,0,3,26,0.103,0,0,0,0
2023,Win Case,Ole Miss,SEC,2,3,0.4,0,0,0,2022-23,2,3,0.4,0,0,0,0,2,3,0.4,0,0,0,0
